option_desc_copis_things_new_perk_stackables,"Labels beneficially stackable perks as truly stackable (affects perk rolling)",,,,,,,,,,,,
option_name_copis_things_new_perk_logic,"Perk Logic Adjustment",,,,,,,,,,,,
option_desc_copis_things_new_perk_logic,"Improves perk distribution and removes unique perks from the pool when taken",,,,,,,,,,,,
option_name_copis_things_new_perk_bar_graph,"Show Perk Distribution",,,,,,,,,,,,
option_desc_copis_things_new_perk_bar_graph,"Show the perk distribution in the Perks tab",,,,,,,,,,,,
option_group_name_copis_things_gold_tracking,"Gold Tracking",,,,,,,,,,,,
option_name_copis_things_infinite_inventory,"Infinite Inventory",,,,,,,,,,,,
option_desc_copis_things_infinite_inventory,"Add buttons to the inventory that allows for infinite scrolling",,,,,,,,,,,,
option_name_copis_things_disable_new_content,"Disable New Content",,,,,,,,,,,,
option_desc_copis_things_disable_new_content,"New Copi's Things content will be disabled rather than starting enabled",,,,,,,,,,,,
option_name_copis_things_pack_shops,"Pack Shops",,,,,,,,,,,,
option_desc_copis_things_pack_shops,"Replace the spells and wands in the shop with card packs",,,,,,,,,,,,
option_name_copis_things_gold_tracking_message,"Log Collected Gold",,,,,,,,,,,,
option_desc_copis_things_gold_tracking_message,"Show the sum of recently accumulated gold in the log",,,,,,,,,,,,
option_name_copis_things_gold_tracking_in_world,"Count Collected Gold",,,,,,,,,,,,
option_desc_copis_things_gold_tracking_in_world,"Show the sum of recently accumulated gold near the player character",,,,,,,,,,,,
option_group_name_copis_things_invincibility_frames,"Invincibility Frames",,,,,,,,,,,,
option_name_copis_things_invincibility_frames,"Enable",,,,,,,,,,,,
option_desc_copis_things_invincibility_frames,"Gain 10 frames of invincibility when taking damage from enemies",,,,,,,,,,,,
option_name_copis_things_invincibility_frames_duration,"Invincibility Frames",,,,,,,,,,,,
option_desc_copis_things_invincibility_frames_duration,"The amount of invincibility frames you gain when taking damage from enemies",,,,,,,,,,,,
option_name_copis_things_invincibility_frames_flashing,"Invincibility Blinking",,,,,,,,,,,,
option_desc_copis_things_invincibility_frames_flashing,"The player character will blink while they are invincible",,,,,,,,,,,,
option_name_copis_things_max_health_heal_range,"Heal New Health",,,,,,,,,,,,
option_desc_copis_things_max_health_heal_range,"Heal when gaining maximum health",,,,,,,,,,,,
option_group_name_copis_things_health_damage,"Health / Damage",,,,,,,,,,,,
option_group_name_copis_things_heal_new_health,"Heal New Health",,,,,,,,,,,,
option_name_copis_things_max_health_heal,"Enable",,,,,,,,,,,,
option_desc_copis_things_max_health_heal,"Heal for the amount gained when your maximum health increases",,,,,,,,,,,,
option_name_copis_things_max_health_heal_full,"Heal To Full",,,,,,,,,,,,
option_desc_copis_things_max_health_heal_full,"Heal completely when your maximum health increases",,,,,,,,,,,,
option_group_name_copis_things_less_particles,"Less Particles",,,,,,,,,,,,
option_name_copis_things_less_particles_player,"Player Projectiles",,,,,,,,,,,,
option_desc_copis_things_less_particles_player,"Your projectiles will have reduced cosmetic particle effects",,,,,,,,,,,,
option_name_copis_things_less_particles_other_stuff,"Other Stuff",,,,,,,,,,,,
option_desc_copis_things_less_particles_other_stuff,"All entities will have reduced cosmetic particle effects",,,,,,,,,,,,
option_name_copis_things_less_particles_explosion_stains,"Explosion Stains",,,,,,,,,,,,
option_desc_copis_things_less_particles_explosion_stains,"Most of your explosions will no longer stain the environment",,,,,,,,,,,,
option_name_copis_things_less_particles_disable_cosmetic,"Disable Cosmetic Particles",,,,,,,,,,,,
option_desc_copis_things_less_particles_disable_cosmetic,"Cosmetic particle effects will be completely disabled instead of reduced",,,,,,,,,,,,
option_group_name_copis_things_random_start,"Random Start",,,,,,,,,,,,
option_name_copis_things_random_start_random_wands,"Random Wands",,,,,,,,,,,,
option_desc_copis_things_random_start_random_wands,"Generate 2 random wands at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_primary_wand,"Random Primary Wand",,,,,,,,,,,,
option_desc_copis_things_random_start_primary_wand,"Replace your primary wand with a randomly generated level 1 wand at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_secondary_wand,"Replace Secondary Wand",,,,,,,,,,,,
option_desc_copis_things_random_start_secondary_wand,"Replace your secondary wand with a randomly generated level 1 wand at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_extra_wand,"Random Extra Wand",,,,,,,,,,,,
option_desc_copis_things_random_start_extra_wand,"Gain an additional random level 1 wand at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_custom_wands,"Adjust Wand Generation",,,,,,,,,,,,
option_desc_copis_things_random_start_custom_wands,"Use slightly different custom logic to generate the random starting wands",,,,,,,,,,,,
option_name_copis_things_random_start_random_cape,"Random Cape Colour",,,,,,,,,,,,
option_desc_copis_things_random_start_random_cape,"Randomize the player's cape colour at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_random_health,"Random Starting Health",,,,,,,,,,,,
option_desc_copis_things_random_start_random_health,"Randomize the player's max health at the start of your run (from 50 to 150)",,,,,,,,,,,,
option_name_copis_things_random_start_random_flask,"Random Flasks",,,,,,,,,,,,
option_desc_copis_things_random_start_random_flask,"Replace any starting flasks with random flasks at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_random_perk,"Random Perks",,,,,,,,,,,,
option_desc_copis_things_random_start_random_perk,"Obtain random perks at the start of your run",,,,,,,,,,,,
option_name_copis_things_random_start_random_perks,"Random Perks",,,,,,,,,,,,
option_desc_copis_things_random_start_random_perks,"Obtain random perks at the start of your run",,,,,,,,,,,,
option_group_name_copis_things_champion_enemies,"Champion Enemies",,,,,,,,,,,,
option_name_copis_things_champion_enemies,"Enable",,,,,,,,,,,,
option_desc_copis_things_champion_enemies,"Enemies may spawn as Champions that are stronger and gain a special modifier",,,,,,,,,,,,
option_name_copis_things_champion_enemies_mini_bosses,"Mini-Bosses",,,,,,,,,,,,
option_desc_copis_things_champion_enemies_mini_bosses,"Every 50 kills you may encounter a Champion with many modifiers that drops a chest when defeated",,,,,,,,,,,,
option_name_copis_things_champion_enemies_super,"Super Champions",,,,,,,,,,,,
option_desc_copis_things_champion_enemies_super,"Champions may spawn with multiple modifiers",,,,,,,,,,,,
option_name_copis_things_champion_enemies_always,"Champions Only",,,,,,,,,,,,
option_desc_copis_things_champion_enemies_always,"All enemies will be Champions",,,,,,,,,,,,
option_name_copis_things_champion_enemies_valour,"Valour Mode",,,,,,,,,,,,
option_desc_copis_things_champion_enemies_valour,"All champions will have at least 4 modifiers",,,,,,,,,,,,
option_name_copis_things_champion_enemies_show_icons,"Show Icons",,,,,,,,,,,,
option_desc_copis_things_champion_enemies_show_icons,"Champion icons are shown above the enemy",,,,,,,,,,,,
option_name_copis_things_remove_edit_prompt,"Disable Edit Wand Prompt",,,,,,,,,,,,
option_desc_copis_things_remove_edit_prompt,"Disable automatically opening the inventory if you haven't opened it in the Holy Mountain",,,,,,,,,,,,
option_group_name_copis_things_hero_mode,"Hero Mode",,,,,,,,,,,,
option_name_copis_things_hero_mode,"Enable",,,,,,,,,,,,
option_desc_copis_things_hero_mode,"A challenge mode where the enemies become stronger and more aggressive",,,,,,,,,,,,
option_name_copis_things_hero_mode_carnage,"Carnage Mode",,,,,,,,,,,,
option_desc_copis_things_hero_mode_carnage,"An even harder modifier for Hero Mode",,,,,,,,,,,,
option_name_copis_things_hero_mode_orb_scale,"Orbs Increase Difficulty",,,,,,,,,,,,
option_desc_copis_things_hero_mode_orb_scale,"Collecting orbs will increase enemy difficulty while in Hero Mode",,,,,,,,,,,,
option_name_copis_things_hero_mode_distance_scale,"Exploration Increases Difficulty",,,,,,,,,,,,
option_desc_copis_things_hero_mode_distance_scale,"Entering new biomes will increase enemy difficulty while in Hero Mode",,,,,,,,,,,,
option_group_name_copis_things_loadouts,"Loadouts",,,,,,,,,,,,
option_name_copis_things_loadouts_manage,"Manage Loadout Mods",,,,,,,,,,,,
option_desc_copis_things_loadouts_manage,"Allow Copi's Things to override other loadout mod behaviours\nMust be enabled to use multiple loadout mods together\Copi's Things MUST be above other loadout mods in the mods menu!",,,,,,,,,,,,
option_name_copis_things_loadouts_enabled,"Enable Loadouts",,,,,,,,,,,,
option_desc_copis_things_loadouts_enabled,"A quick toggle to disable loadout selection without having to disable all the loadout mods",,,,,,,,,,,,
option_name_copis_things_loadouts_cape_color,"Use Loadout Cape Colour",,,,,,,,,,,,
option_desc_copis_things_loadouts_cape_color,"Apply any custom cape colour the loadout defines",,,,,,,,,,,,
option_name_copis_things_loadouts_player_sprites,"Use Loadout Player Sprites",,,,,,,,,,,,
option_desc_copis_things_loadouts_player_sprites,"Apply any custom player sprites the loadout defines",,,,,,,,,,,,
option_name_copis_things_selectable_classes_integration,"Selectable Classes Integration",,,,,,,,,,,,
option_desc_copis_things_selectable_classes_integration,"If the Selectable Classes mod is enabled, add all loadouts managed by Copi's Things to the class selection area",,,,,,,,,,,,
option_name_copis_things_classy_framework_integration,"Classy Framework Integration",,,,,,,,,,,,
option_desc_copis_things_classy_framework_integration,"If the Classy Framework mod is enabled, add all loadouts managed by Copi's Things to the class selection area",,,,,,,,,,,,
option_name_copis_things_unlock_loadouts,"Unlock Loadouts",,,,,,,,,,,,
option_desc_copis_things_unlock_loadouts,"If certain loadout spells would be locked, don't lock them",,,,,,,,,,,,
option_group_name_copis_things_wands,"Wands",,,,,,,,,,,,
option_name_copis_things_passive_recharge,"Passive Recharge",,,,,,,,,,,,
option_desc_copis_things_passive_recharge,"Your wands will recharge while holstered",,,,,,,,,,,,
option_name_copis_things_legendary_wands,"Unique Wands",,,,,,,,,,,,
option_desc_copis_things_legendary_wands,"Allow Unique Wands to rarely appear in place of normal wands",,,,,,,,,,,,
option_name_copis_things_loose_spell_generation,"Any Spell On Any Wand",,,,,,,,,,,,
option_desc_copis_things_loose_spell_generation,"Any applicable spell can spawn on any generated wand regardless of the wand level",,,,,,,,,,,,
option_name_copis_things_extended_wand_generation,"Extended Wand Generation",,,,,,,,,,,,
option_desc_copis_things_extended_wand_generation,"Allow spells that usually do not spawn on wands to spawn on wands",,,,,,,,,,,,
option_name_copis_things_chaotic_wand_generation,"Chaotic Wand Generation",,,,,,,,,,,,
option_desc_copis_things_chaotic_wand_generation,"Replace all spells on all generated wands with completely random spells",,,,,,,,,,,,
option_name_copis_things_alternative_wand_generation,"Alternative Wand Generation",,,,,,,,,,,,
option_desc_copis_things_alternative_wand_generation,"Wands will be generated using different logic",,,,,,,,,,,,
option_name_copis_things_no_pregen_wands,"No Preset Wands",,,,,,,,,,,,
option_desc_copis_things_no_pregen_wands,"Replace the preset wands from the first biome with procedural level 1 wands",,,,,,,,,,,,
option_group_name_copis_things_health_bars,"Health Bars",,,,,,,,,,,,
option_name_copis_things_health_bars_range,"Health Bars",,,,,,,,,,,,
option_desc_copis_things_health_bars_range,"Add health bars to enemies that have taken damage",,,,,,,,,,,,
option_name_copis_things_health_bars,"Show Health Bars",,,,,,,,,,,,
option_desc_copis_things_health_bars,"Add health bars to enemies that have taken damage",,,,,,,,,,,,
option_name_copis_things_health_bars_pretty,"Pretty Health Bars",,,,,,,,,,,,
option_desc_copis_things_health_bars_pretty,"Draw the health bars using sprites which is heavier on performance",,,,,,,,,,,,
option_group_name_copis_things_gold,"Gold",,,,,,,,,,,,
option_name_copis_things_gold_decay,"Gold Nuggets -> Gold Powder",,,,,,,,,,,,
option_desc_copis_things_gold_decay,"Gold nuggets will decay into gold powder instead of disappearing completely",,,,,,,,,,,,
option_name_copis_things_persistent_gold,"Persistent Gold",,,,,,,,,,,,
option_desc_copis_things_persistent_gold,"Gold nuggets will never disappear",,,,,,,,,,,,
option_name_copis_things_auto_pickup_gold,"Auto-collect Gold",,,,,,,,,,,,
option_desc_copis_things_auto_pickup_gold,"Collect all gold nuggets on the map",,,,,,,,,,,,
option_name_copis_things_combine_gold,"Combine Gold",,,,,,,,,,,,
option_desc_copis_things_combine_gold,"Nearby gold nuggets will be merged into one to reduce physics load",,,,,,,,,,,,
option_group_name_copis_things_ui,"User Interface",,,,,,,,,,,,
option_name_copis_things_show_fps,"Show FPS",,,,,,,,,,,,
option_desc_copis_things_show_fps,"Add an FPS counter to the screen",,,,,,,,,,,,
option_name_copis_things_show_badges,"Show Badges",,,,,,,,,,,,
option_desc_copis_things_show_badges,"Show challenge modes as icons on the right side of the screen",,,,,,,,,,,,
option_name_copis_things_show_entity_names,"Show Targeted Entity Names",,,,,,,,,,,,
option_desc_copis_things_show_entity_names,"Show entity names when targeting them",,,,,,,,,,,,
option_name_copis_things_show_perk_descriptions,"Show Targeted Perk Descriptions",,,,,,,,,,,,
option_desc_copis_things_show_perk_descriptions,"Show perk descriptions when targeting them",,,,,,,,,,,,
option_name_copis_things_show_damage_numbers,"Show Damage Numbers",,,,,,,,,,,,
option_desc_copis_things_show_damage_numbers,"Show persistent damage numbers over enemies",,,,,,,,,,,,
option_name_copis_things_auto_hide,"Auto-hide Config Button",,,,,,,,,,,,
option_desc_copis_things_auto_hide,"Hide the Copi's Things button in the top right after 5 seconds of menu inactivity",,,,,,,,,,,,
option_group_name_copis_things_misc,"Misc.",,,,,,,,,,,,
option_name_copis_things_uber_boss_count,"Force x Orb Boss",,,,,,,,,,,,
option_desc_copis_things_uber_boss_count,"Force the boss to spawn at a certain orb difficulty",,,,,,,,,,,,
option_name_copis_things_rainbow_projectiles,"Rainbow Projectiles",,,,,,,,,,,,
option_desc_copis_things_rainbow_projectiles,"Player projectiles will be random colours",,,,,,,,,,,,
option_name_copis_things_quick_swap,"Quick Swap",,,,,,,,,,,,
option_desc_copis_things_quick_swap,"Alt-fire to swap between two different item hotbars",,,,,,,,,,,,
option_name_copis_things_chests_contain_perks,"Chests Can Contain Perks",,,,,,,,,,,,
option_desc_copis_things_chests_contain_perks,"Chests and Super Chests have a chance to drop a perk instead",,,,,,,,,,,,
option_group_name_copis_things_mod_core,"Copi's Things",,,,,,,,,,,,
option_name_copis_things_manage_external_content,"Manage External Content",,,,,,,,,,,,
option_desc_copis_things_manage_external_content,"Allow Copi's Things to disable actions and perks from the base game and other mods",,,,,,,,,,,,
option_name_copis_things_mod_tips,"Show Copi's Things Tips",,,,,,,,,,,,
option_desc_copis_things_mod_tips,"Show tips about Copi's Things at the start of each run",,,,,,,,,,,,
mod_tips_copis_things_tip_1,"You can disable these tips in the Copi's Things options menu.",,,,,,,,,,,,
mod_tips_copis_things_tip_2,"Check out all the options! There may be something you're interested in that you didn't hear about.",,,,,,,,,,,,
mod_tips_copis_things_tip_3,"Enabling Manage External Content allows Copi's Things to manage vanilla content and content added by other mods.",,,,,,,,,,,,
mod_tips_copis_things_tip_4,"If hundreds of damage numbers are making you lag, try the Show Damage Numbers option in Copi's Things!",,,,,,,,,,,,
mod_tips_copis_things_tip_5,"Have a good run!",,,,,,,,,,,,
mod_tips_copis_things_tip_6,"If you play a lot of New Game++ and beyond, consider enabling Combine Gold to reduce lag.",,,,,,,,,,,,
mod_tips_copis_things_tip_7,"Don't like spell shops? Enable Wand Shops Only in the Game Modifiers tab!",,,,,,,,,,,,
mod_tips_copis_things_tip_8,"If your wand causes a lot of lag, consider temporarily disabling particles on Options Page 2.",,,,,,,,,,,,
mod_tips_copis_things_tip_9,"Want to know what Perks do before you pick them up? Enable Show Perk Descriptions on Options Page 2.",,,,,,,,,,,,
mod_tips_copis_things_tip_10,"If Steam keeps Noita from closing, disable cloud sync!",,,,,,,,,,,,
option_group_name_copis_things_target_dummy,"Target Dummy",,,,,,,,,,,,
option_name_copis_things_target_dummy,"Enable",,,,,,,,,,,,
option_desc_copis_things_target_dummy,"Add a target dummy useful for testing spells and damage to each Holy Mountain",,,,,,,,,,,,
option_name_copis_things_target_dummy_environmental,"Allow Environmental Damage",,,,,,,,,,,,
option_desc_copis_things_target_dummy_environmental,"Allows the tracker to include environmental and untracked damage",,,,,,,,,,,,
option_name_copis_things_spawn_target_dummy,"Spawn Target Dummy",,,,,,,,,,,,
option_desc_copis_things_spawn_target_dummy,"Spawn a normal target dummy where you stand",,,,,,,,,,,,
option_name_copis_things_spawn_boss_target_dummy,"Spawn Boss Target Dummy",,,,,,,,,,,,
option_desc_copis_things_spawn_boss_target_dummy,"Spawn a boss target dummy where you stand",,,,,,,,,,,,
option_name_copis_things_slot_machine,"Spell Slot Machine",,,,,,,,,,,,
option_desc_copis_things_slot_machine,"Add a spell slot machine to each Holy Mountain",,,,,,,,,,,,
option_name_copis_things_shop_reroll,"Shop Reroller",,,,,,,,,,,,
option_desc_copis_things_shop_reroll,"Add a shop reroller to each Holy Mountain",,,,,,,,,,,,
option_name_copis_things_fixed_camera,"Fixed Camera",,,,,,,,,,,,
option_desc_copis_things_fixed_camera,"Keep the player in the center of the screen (brightens game)",,,,,,,,,,,,
option_name_copis_things_fixed_camera_old,"Fixed Camera (Old Behaviour)",,,,,,,,,,,,
option_desc_copis_things_fixed_camera_old,"Keep the player in the center of the screen (requires restart)",,,,,,,,,,,,
option_name_copis_things_events,"Random Events",,,,,,,,,,,,
option_desc_copis_things_events,"Enable random events during gameplay (work in progress)",,,,,,,,,,,,
option_name_copis_things_debug_mode,"Development Mode",,,,,,,,,,,,
option_desc_copis_things_debug_mode,"Enables some features useful for developing Copi's Things",,,,,,,,,,,,
option_name_copis_things_show_hitboxes,"Show Hitboxes",,,,,,,,,,,,
option_desc_copis_things_show_hitboxes,"Show 'mortal' entity hitboxes",,,,,,,,,,,,
option_name_copis_things_enable_logging,"Enable Logging",,,,,,,,,,,,
option_desc_copis_things_enable_logging,"Enable the disabled logger.txt file",,,,,,,,,,,,
option_name_copis_things_show_deprecated_content,"Show Deprecated Content",,,,,,,,,,,,
option_desc_copis_things_show_deprecated_content,"Allow the toggling of content that was removed from Copi's Things\n(This content may not work and could cause issues)",,,,,,,,,,,,
option_name_copis_things_show_while_in_inventory,"Show While In Inventory",,,,,,,,,,,,
option_desc_copis_things_show_while_in_inventory,"Allow the config menu to remain visible while the inventory is open",,,,,,,,,,,,
